emp_no,first_name,last_name,from_date,to_date,titles,dept_name
264126,Toshiki,Thimonier,1993-05-09,2002-05-09,Assistant Engineer,Production
264128,Guangming,Suomi,1992-02-21,9999-01-01,Senior Staff,Sales
264138,Mara,Garrabrants,1991-08-07,9999-01-01,Senior Staff,Sales
264139,Stein,Schade,1987-06-11,9999-01-01,Senior Engineer,Production
264144,Saeed,Cronin,1991-12-01,9999-01-01,Senior Staff,Sales
264150,Ziya,Hatcliff,1996-03-19,9999-01-01,Senior Staff,Research
264151,Heather,Worfolk,1992-10-11,9999-01-01,Senior Staff,Sales
264161,Arun,Montemayor,1997-06-07,9999-01-01,Staff,Customer Service
264171,Kristinn,Angelopoulos,1996-01-24,9999-01-01,Staff,Customer Service
264174,Jianwen,Brizzi,1987-09-26,1996-09-25,Engineer,Development
264188,Tonia,Marquardt,1991-05-31,9999-01-01,Senior Engineer,Production
264190,Limsoon,Schaap,1997-11-13,9999-01-01,Senior Staff,Finance
264193,Gererd,Desikan,1997-02-28,9999-01-01,Staff,Sales
264194,Aral,Merey,1986-03-30,9999-01-01,Senior Staff,Marketing
264198,Richard,Siprelle,1986-12-05,1995-12-05,Engineer,Development
264200,Almudena,Koblick,1999-06-20,9999-01-01,Senior Engineer,Development
264201,Karlis,Mahmud,1994-02-20,9999-01-01,Technique Leader,Development
264207,Yinlin,Schwartzbauer,1992-07-27,9999-01-01,Senior Staff,Marketing
264212,Salvador,Lagarias,1986-05-15,1992-05-14,Engineer,Development
264218,Baruch,Rosch,1994-02-24,9999-01-01,Senior Staff,Finance
264234,Rayond,Benzaken,1995-01-09,2002-01-09,Engineer,Development
264236,Sadun,Papsdorf,1986-11-14,1993-11-14,Engineer,Development
264241,Shin,Chvatal,1995-05-12,9999-01-01,Senior Staff,Marketing
264247,Herbert,Rotem,1989-11-23,1995-11-23,Engineer,Development
264250,Shmuel,Fasbender,1986-01-22,1992-01-22,Engineer,Customer Service
264267,Conrado,Chappelet,1987-01-22,9999-01-01,Senior Engineer,Production
264280,Mohua,Lienhardt,1998-01-05,9999-01-01,Assistant Engineer,Development
264281,Heather,Halloran,1987-11-29,1995-11-29,Engineer,Development
264292,Boguslaw,Frolund,1998-08-18,9999-01-01,Engineer,Development
264306,Xiaobin,Curless,1995-08-25,9999-01-01,Senior Staff,Research
264311,Christoper,Muniz,1985-04-27,1992-04-27,Assistant Engineer,Development
264327,Kristen,Speer,1987-02-14,1995-02-14,Engineer,Development
264334,Kenroku,Penttonen,1995-07-10,2000-07-09,Engineer,Production
264338,Luerbio,Garigliano,1995-12-15,2001-12-14,Engineer,Development
264345,Foong,Moffat,1986-06-12,1994-06-12,Engineer,Quality Management
264354,Sreekrishna,Lamparter,1996-09-23,9999-01-01,Senior Staff,Sales
264356,Niteen,McAlpine,1991-12-07,2000-12-06,Engineer,Development
264361,Ferdinand,Kambil,1985-06-20,9999-01-01,Senior Engineer,Quality Management
264383,Freyja,Krohn,1996-11-07,9999-01-01,Technique Leader,Production
264390,Abdelghani,Waeselynck,1993-03-15,9999-01-01,Senior Staff,Sales
264397,Samphel,Homond,1986-07-22,9999-01-01,Senior Engineer,Production
264403,Jeane,Barinka,1987-11-23,1994-11-23,Engineer,Production
264415,Uzi,Furudate,1985-11-07,1991-11-07,Assistant Engineer,Production
264428,JiYoung,McFarlin,1999-07-12,9999-01-01,Senior Engineer,Development
264434,Mizuhito,Ghelli,1986-08-21,9999-01-01,Senior Staff,Customer Service
264441,Horward,Sinitsyn,1986-10-02,1994-10-02,Engineer,Production
264446,Katsuo,Kroha,1985-04-06,1992-04-06,Assistant Engineer,Development
264454,Hsiangchu,Hatcliff,1988-01-23,1993-01-22,Engineer,Production
264456,Muzhong,Rando,1990-06-23,9999-01-01,Senior Staff,Human Resources
264459,Wilmer,Baca,1998-04-16,9999-01-01,Engineer,Production
264461,Ewing,Jording,1992-11-16,1997-11-16,Assistant Engineer,Production
264477,Sigeru,Orsini,1986-01-04,9999-01-01,Technique Leader,Production
264492,Ebru,Harllee,1988-01-09,9999-01-01,Technique Leader,Quality Management
264494,Yolla,Itzfeldt,1994-04-14,9999-01-01,Senior Staff,Sales
264495,Manibrata,Cyre,1988-07-28,1997-07-28,Engineer,Development
264506,Parke,Kalefeld,1992-02-16,9999-01-01,Senior Engineer,Quality Management
264507,Barna,Brender,1993-11-02,2001-11-02,Engineer,Development
264513,Kazuhira,Kugler,1993-06-16,9999-01-01,Senior Engineer,Development
264535,Gunilla,Ashish,1986-07-11,1992-07-10,Engineer,Quality Management
264543,Marsal,Kroll,1993-04-04,9999-01-01,Senior Staff,Research
264545,Mani,Panwar,1997-11-09,9999-01-01,Senior Staff,Marketing
264546,Branimir,Perl,1995-12-25,9999-01-01,Senior Staff,Human Resources
264559,Kiyotoshi,Mundy,1986-01-29,1991-01-29,Engineer,Development
264565,Berthier,Willoner,1998-01-26,9999-01-01,Senior Staff,Human Resources
264580,Valeri,Rosis,1986-09-22,1994-09-22,Engineer,Development
264587,Flemming,Herbst,1996-07-31,9999-01-01,Senior Staff,Marketing
264592,Margo,Pero,1993-10-04,2001-10-04,Engineer,Quality Management
264618,Kazuyasu,Mahnke,1999-08-15,9999-01-01,Senior Staff,Human Resources
264629,Guiseppe,Herbst,1999-11-20,9999-01-01,Senior Staff,Human Resources
264633,Aral,Lichtman,1985-11-28,1992-11-28,Engineer,Production
264636,Kwangsub,Stassinopoulos,1993-05-05,9999-01-01,Senior Staff,Research
264638,Kolar,Melter,1997-06-10,9999-01-01,Senior Staff,Sales
264647,Yannik,Rothenberg,1990-05-31,1995-05-31,Engineer,Development
264649,Kwee,Benantar,2001-03-23,9999-01-01,Senior Staff,Sales
264662,Zhonghui,Yetim,1987-02-24,1993-02-23,Assistant Engineer,Development
264663,Martial,Stenning,1993-10-09,2000-10-09,Engineer,Production
264667,Uwe,Mitsuhashi,1999-04-20,9999-01-01,Senior Staff,Sales
264670,Dinkar,Ferretti,2002-03-24,9999-01-01,Senior Staff,Research
264680,Zissis,Businaro,1993-01-29,9999-01-01,Senior Staff,Sales
264689,Sangeeta,Rajcani,1991-06-03,2000-06-02,Engineer,Development
264690,Venkatesan,Sewelson,1987-09-10,9999-01-01,Technique Leader,Production
264699,Remmert,Usery,1993-11-22,1998-11-22,Engineer,Production
264703,Temple,Genther,1986-06-18,9999-01-01,Senior Engineer,Quality Management
264717,Adel,McConalogue,1993-01-05,2001-01-05,Engineer,Development
264724,Babette,Baig,1986-11-11,9999-01-01,Senior Engineer,Quality Management
264728,Izaskun,Setia,1986-06-06,9999-01-01,Senior Engineer,Production
264731,Hitofumi,Kriebel,1999-03-01,9999-01-01,Engineer,Research
264748,Qiwen,Penttonen,1987-03-06,9999-01-01,Senior Staff,Sales
264752,Juichirou,Syrotiuk,1988-11-10,1994-11-10,Engineer,Quality Management
264775,Kristine,Azadmanesh,1993-09-14,9999-01-01,Senior Staff,Human Resources
264786,Xinglin,Riefers,1989-01-30,9999-01-01,Senior Staff,Marketing
264798,Kristine,Bennet,1987-06-10,1993-06-09,Engineer,Quality Management
264800,Ymte,Collavizza,1995-01-17,9999-01-01,Senior Staff,Sales
264802,Bluma,Kroll,1987-05-21,1993-05-20,Engineer,Development
264813,Jeanna,Reutenauer,1996-01-22,9999-01-01,Senior Staff,Human Resources
264830,Heng,Denti,1996-10-10,9999-01-01,Senior Staff,Customer Service
264842,Valeri,Asrin,1986-08-22,1993-08-22,Engineer,Quality Management
264846,Dinah,Reeken,1988-09-10,9999-01-01,Senior Engineer,Production
264848,Gino,Fandrianto,1986-04-01,1994-04-01,Assistant Engineer,Production
264851,Sadok,Muntz,1985-07-21,1994-07-21,Engineer,Production
264855,Slavian,Peres,1996-07-11,9999-01-01,Senior Staff,Marketing
264860,Menkae,Munos,1999-11-22,9999-01-01,Engineer,Development
264884,Berto,Lambe,1987-08-31,9999-01-01,Senior Engineer,Development
264890,Serenella,Unno,1993-05-18,2001-05-18,Engineer,Production
264894,Constantino,McAlpine,1999-04-09,9999-01-01,Staff,Research
264898,Michaela,Ranum,1991-06-11,1996-06-10,Engineer,Development
264904,Sachin,Siksek,1997-03-31,9999-01-01,Senior Staff,Human Resources
264907,Menkae,Rajaraman,1997-01-20,9999-01-01,Senior Staff,Research
264929,Yuichiro,Esteva,1997-02-07,9999-01-01,Staff,Sales
264932,Abdulah,Valiente,1995-07-30,9999-01-01,Staff,Human Resources
264935,Kristinn,Rissland,1985-04-04,9999-01-01,Senior Staff,Human Resources
264937,Mang,Chachaty,1996-12-21,9999-01-01,Senior Staff,Finance
264945,Baoqiu,Salinas,1987-08-12,9999-01-01,Senior Engineer,Development
264948,Fay,Litzkow,1985-07-31,1992-07-31,Engineer,Customer Service
264951,Jagoda,Brobst,1994-08-07,9999-01-01,Senior Staff,Sales
264952,Jahangir,Narlikar,1995-08-08,9999-01-01,Assistant Engineer,Production
264953,Rafael,Dredge,1997-02-08,9999-01-01,Senior Staff,Finance
264954,Naftali,McClure,1988-04-28,9999-01-01,Technique Leader,Production
264955,Souichi,Muniz,1992-08-16,9999-01-01,Senior Staff,Sales
264968,Collette,Farrel,1985-10-29,1991-10-29,Engineer,Development
264984,Pranav,Birdsall,1992-01-15,9999-01-01,Senior Staff,Human Resources
264994,Gou,Brender,1990-08-05,9999-01-01,Senior Staff,Human Resources
264996,Gian,Avouris,1995-07-22,9999-01-01,Technique Leader,Development
265020,Jiafu,Setia,2002-01-28,9999-01-01,Senior Staff,Human Resources
265021,Demos,Escriba,1989-08-06,9999-01-01,Senior Engineer,Development
265022,Ayakannu,Erni,1990-01-18,9999-01-01,Senior Engineer,Development
265040,Yuping,Choobineh,1986-05-24,1993-05-24,Engineer,Production
265060,Ortrud,Serot,1997-11-26,9999-01-01,Technique Leader,Quality Management
265068,Weidon,Bernardinello,1995-08-07,9999-01-01,Senior Staff,Marketing
265105,Ronnie,Capobianchi,1993-06-05,9999-01-01,Senior Staff,Finance
265115,Heekeun,Plavsic,1995-02-21,9999-01-01,Senior Engineer,Production
265124,Aemilian,Panienski,1997-06-24,9999-01-01,Senior Staff,Marketing
265131,Naftaly,Bottner,1996-11-12,9999-01-01,Engineer,Quality Management
265133,Neven,DiGiano,1987-05-18,9999-01-01,Senior Staff,Finance
265137,Ugo,Panangaden,1995-08-05,9999-01-01,Senior Staff,Human Resources
265148,Subhada,Schneeberger,1987-03-28,1995-03-28,Engineer,Production
265157,Narain,Aamodt,2001-12-02,9999-01-01,Senior Staff,Sales
265161,Hausi,Pfau,2002-06-30,9999-01-01,Senior Staff,Human Resources
265179,Nobuyoshi,Muhling,1988-08-29,1995-08-30,Engineer,Production
265194,Shahar,Menhardt,1994-06-02,2000-06-01,Engineer,Production
265201,Lakshmi,Walstra,1989-04-07,1994-04-07,Engineer,Development
265203,Debatosh,Sudkamp,1993-06-25,9999-01-01,Senior Staff,Sales
265223,Danny,Minakawa,1989-11-10,9999-01-01,Senior Engineer,Quality Management
265230,Rafail,Setlzner,1994-07-11,9999-01-01,Senior Staff,Customer Service
265237,Jiafu,Kavraki,1987-04-22,1994-04-22,Engineer,Production
265238,Goa,Benzaken,1991-06-30,1998-06-30,Engineer,Quality Management
265249,Jacqueline,Levergood,1986-12-14,1993-12-14,Engineer,Development
265250,Khaled,Panangaden,1997-12-24,9999-01-01,Staff,Research
265268,Yoshinari,Lally,1997-09-15,9999-01-01,Senior Staff,Sales
265276,Toshiki,Back,1999-04-15,9999-01-01,Senior Staff,Research
265279,Alejandra,Nishimukai,1990-04-20,1998-04-20,Engineer,Production
265286,Inderjeet,Mahmud,1992-10-08,9999-01-01,Senior Staff,Sales
265293,Herbert,Hempstead,1997-07-05,9999-01-01,Senior Staff,Sales
265332,Xiaoqiang,Szemeredi,1987-10-12,1996-10-11,Assistant Engineer,Development
265339,Lijie,Camurati,1992-01-25,2000-01-25,Engineer,Development
265342,Tadahiro,Iivonen,1994-04-02,1999-04-02,Engineer,Development
265345,Hiroyasu,Conry,1990-08-10,1995-08-10,Engineer,Production
265377,Vasilii,Merle,1999-04-11,9999-01-01,Senior Staff,Sales
265422,Gurbir,Gerlach,1987-08-12,1995-08-12,Engineer,Production
265423,Bokyung,Rosis,1992-01-31,1997-01-30,Engineer,Quality Management
265429,Hatem,Juneja,1987-02-26,9999-01-01,Senior Engineer,Development
265435,Aleksander,Garnham,1987-12-12,9999-01-01,Senior Staff,Sales
265456,Xiaoqiang,Reutenauer,1988-11-28,9999-01-01,Senior Engineer,Production
265462,Mara,Guardalben,1995-07-12,9999-01-01,Senior Staff,Research
265465,Kotesh,Ishibashi,1993-11-08,9999-01-01,Senior Staff,Customer Service
265469,Taisook,Brandsma,1985-06-10,9999-01-01,Senior Staff,Finance
265481,Sven,Kolinko,1996-06-22,9999-01-01,Technique Leader,Production
265489,Mitchel,Koprowski,1988-10-14,1993-10-14,Engineer,Development
265501,Paraskevi,Cromarty,1995-07-19,9999-01-01,Senior Staff,Sales
265512,Elrique,Gopalakrishnan,1999-05-21,9999-01-01,Staff,Research
265523,Koldo,Daescu,1998-06-04,9999-01-01,Staff,Sales
265527,Olivera,Hiraishi,1987-10-20,9999-01-01,Technique Leader,Development
265540,Matt,Reistad,1994-05-24,9999-01-01,Senior Staff,Human Resources
265544,Pasqua,Rosiles,1999-10-02,9999-01-01,Senior Staff,Sales
265550,Fun,Bottner,1996-07-09,9999-01-01,Staff,Sales
265557,Younwoo,Roccetti,1995-03-23,9999-01-01,Senior Engineer,Production
265582,Vitaly,Isard,1995-11-22,9999-01-01,Engineer,Production
265584,Jayson,Vuskovic,1992-07-15,9999-01-01,Senior Staff,Sales
265588,Syozo,Gils,1996-03-13,9999-01-01,Senior Staff,Human Resources
265595,Tooru,Levergood,1999-12-29,9999-01-01,Senior Staff,Sales
265606,Boalin,Zhang,1986-12-23,1995-12-23,Engineer,Quality Management
265622,Babette,Picel,1995-07-26,9999-01-01,Engineer,Production
265626,Alagu,Pagter,1987-11-26,9999-01-01,Senior Staff,Sales
265635,Djelloul,Marakhovsky,1995-05-24,9999-01-01,Senior Staff,Sales
265661,Alenka,Masamoto,1987-12-27,1994-12-27,Engineer,Production
265666,Shushma,Henders,1991-01-23,9999-01-01,Senior Staff,Human Resources
265674,Xinglin,Sherertz,1988-08-14,1997-08-14,Engineer,Development
265675,Sachin,Chiola,1987-03-05,9999-01-01,Technique Leader,Development
265681,Marsal,Atrawala,2002-03-08,9999-01-01,Senior Staff,Sales
265682,Xiaobin,Irland,1995-05-15,9999-01-01,Senior Staff,Finance
265687,Shuky,Ranta,1999-08-30,9999-01-01,Senior Engineer,Research
265696,Fayez,Jiang,1999-10-31,9999-01-01,Senior Staff,Human Resources
265697,Jahangir,Ecklund,1996-01-07,9999-01-01,Staff,Research
265720,Yucai,Otillio,1995-01-10,9999-01-01,Senior Staff,Sales
265733,Adly,Pelc,1993-01-11,9999-01-01,Senior Staff,Sales
265741,Odoardo,Guenter,1987-07-30,9999-01-01,Senior Staff,Finance
265742,Rosella,Makrucki,1993-11-28,9999-01-01,Senior Staff,Marketing
265762,George,Murrill,1991-01-10,2000-01-10,Engineer,Development
265789,Tsutomu,Besselaar,1994-09-11,9999-01-01,Staff,Finance
265791,Shem,Gien,1997-06-17,9999-01-01,Senior Staff,Finance
265813,Elliott,Businaro,1994-08-31,9999-01-01,Senior Staff,Sales
265814,Adam,Garrabrants,1997-04-21,9999-01-01,Senior Staff,Research
265822,Georgy,Kornatzky,1996-03-30,2001-03-30,Engineer,Production
265829,Demos,Menhoudj,1993-05-15,9999-01-01,Senior Staff,Finance
265830,Adam,Marchegay,1988-07-11,9999-01-01,Senior Engineer,Production
265846,Akemi,Birge,1994-10-11,9999-01-01,Senior Staff,Finance
265855,Mandell,Simmel,1985-06-28,1992-06-28,Engineer,Development
265857,Make,Conti,1994-03-18,9999-01-01,Engineer,Production
265870,Zongyan,Lamba,1994-05-25,9999-01-01,Senior Staff,Sales
265872,Reuven,Alblas,1986-02-04,1995-02-04,Engineer,Research
265903,Abdelkader,Angelov,1995-05-28,9999-01-01,Senior Staff,Sales
265916,Hausi,Bratsberg,1993-07-29,1998-07-29,Assistant Engineer,Development
265936,Fun,Kawashimo,1998-10-13,9999-01-01,Senior Staff,Sales
265937,Shuji,Chinen,1985-07-19,1994-07-19,Engineer,Production
265948,Weiru,Budinsky,1994-05-13,9999-01-01,Staff,Sales
265962,Nahid,Pepe,1986-11-03,1993-11-03,Engineer,Quality Management
265977,Lene,Tischendorf,1994-11-14,9999-01-01,Senior Engineer,Development
265979,Guoxiang,Sevcikova,1998-04-18,9999-01-01,Senior Staff,Sales
265984,Taegyun,Kenevan,1994-08-26,9999-01-01,Senior Staff,Marketing
265985,Christ,Picaronny,1994-03-26,9999-01-01,Senior Staff,Marketing
265990,Claudi,Brattka,1985-12-24,1994-12-24,Engineer,Production
265998,Guther,Heering,1987-12-09,9999-01-01,Senior Engineer,Production
266000,Zhonghua,Brookman,1995-11-30,9999-01-01,Senior Staff,Finance
266004,Xinyu,Kaiserswerth,1995-06-17,9999-01-01,Senior Staff,Finance
266012,Satosi,Vieri,1986-02-18,9999-01-01,Senior Staff,Sales
266017,Gift,Spelt,2000-01-27,9999-01-01,Senior Staff,Sales
266018,Masanao,Cools,1991-08-13,1996-08-12,Engineer,Development
266024,Shooichi,Nergos,1988-10-11,1993-10-11,Engineer,Development
266038,Bodh,Chinin,1990-05-30,1995-05-30,Engineer,Development
266044,Sibyl,Gunderson,1995-07-21,9999-01-01,Senior Staff,Finance
266048,Shaowen,Tetzlaff,1996-01-14,2002-01-13,Engineer,Production
266049,Odysseas,Delaune,2002-05-15,9999-01-01,Senior Staff,Sales
266053,Mario,Szilard,1986-04-29,9999-01-01,Senior Engineer,Development
266054,Younwoo,Ratnakar,1985-07-16,9999-01-01,Senior Engineer,Production
266075,Makato,Lovengreen,1985-10-12,1990-10-12,Engineer,Development
266079,Adil,Ghemri,1986-02-08,1993-02-08,Engineer,Development
266080,Mari,Maraist,1996-05-03,9999-01-01,Engineer,Development
266082,Randi,Cichocki,1987-10-12,1996-10-11,Engineer,Development
266089,Arno,Ranum,1995-10-10,9999-01-01,Engineer,Development
266100,Maria,Ritcey,1990-03-13,9999-01-01,Senior Staff,Human Resources
266114,Arvind,Marletta,1995-08-12,2001-08-11,Engineer,Development
266135,Shridhar,Apsitis,1994-04-19,2000-04-18,Engineer,Production
266142,Marco,Bernini,1998-02-16,9999-01-01,Engineer,Development
266147,Lalit,Krichel,1995-10-20,9999-01-01,Staff,Sales
266159,Navid,Uludag,1986-02-18,1992-02-18,Engineer,Development
266161,Gita,Mansanne,1994-07-16,9999-01-01,Senior Staff,Marketing
266170,Sungwon,Stellhorn,1985-07-14,9999-01-01,Senior Staff,Research
266173,Arie,Cannane,1998-08-15,9999-01-01,Senior Staff,Sales
266177,Marke,Weedon,1987-03-06,9999-01-01,Senior Engineer,Development
266181,Hidefumi,Lodder,1999-03-23,9999-01-01,Staff,Research
266185,Kazuhiro,Perl,2000-07-15,9999-01-01,Senior Staff,Sales
266190,Xiahua,Xiaoshan,1991-11-02,1999-11-02,Engineer,Quality Management
266199,Goetz,Ferriere,1988-04-11,9999-01-01,Senior Engineer,Development
266209,Hinrich,Erde,1990-07-07,9999-01-01,Senior Staff,Finance
266217,Wuxu,Takanami,1998-10-25,9999-01-01,Staff,Research
266221,Sashi,Hofmeyr,1987-01-24,1996-01-24,Engineer,Production
266236,Guenter,Cherinka,1998-05-11,9999-01-01,Staff,Research
266238,Sachar,Weedon,1997-04-17,9999-01-01,Senior Staff,Sales
266242,Fusako,Berstel,1987-07-05,9999-01-01,Senior Staff,Research
266243,Lech,Borovoy,1992-07-04,9999-01-01,Senior Staff,Sales
266255,Manu,Dehkordi,1998-10-16,9999-01-01,Engineer,Production
266261,Guenter,Luon,2001-01-21,9999-01-01,Senior Staff,Sales
266284,Zejun,Thiria,1986-11-30,9999-01-01,Senior Engineer,Quality Management
266287,Serif,Decaestecker,1997-12-20,9999-01-01,Staff,Finance
266315,Taisook,Boguraev,1998-08-18,9999-01-01,Senior Staff,Sales
266325,Boriana,Hemaspaandra,1993-04-19,9999-01-01,Senior Staff,Human Resources
266333,Moss,Oppitz,2002-05-19,9999-01-01,Senior Staff,Sales
266349,Foong,Stille,1998-12-06,9999-01-01,Assistant Engineer,Production
266373,Utpal,Ramamoorthy,1991-03-06,1996-03-05,Engineer,Production
266377,Fumitaka,Ranon,1989-03-26,9999-01-01,Senior Engineer,Development
266385,Hidde,Gill,1989-03-07,9999-01-01,Senior Engineer,Production
266389,Armond,Pauthner,1995-05-19,9999-01-01,Senior Staff,Sales
266390,Chiranjit,Spinelli,1999-06-23,9999-01-01,Senior Engineer,Production
266399,Breannda,Rubsam,1987-06-06,9999-01-01,Senior Engineer,Development
266432,Roddy,Biron,1988-01-24,9999-01-01,Technique Leader,Production
266457,Yannis,Kobuchi,1989-07-13,1998-07-13,Engineer,Production
266467,Miquel,Tiemann,1990-03-15,1996-03-14,Engineer,Development
266471,Quingbo,Birke,1998-03-23,9999-01-01,Staff,Sales
266476,Sastry,Rodiger,1996-12-15,9999-01-01,Staff,Marketing
266487,Unal,Boyle,1986-07-11,9999-01-01,Technique Leader,Development
266498,Sreenivas,Feldmann,1991-07-17,9999-01-01,Senior Staff,Finance
266500,Hidekazu,Brickell,1993-10-03,9999-01-01,Staff,Sales
266503,Sanjeeva,VanScheik,1998-04-26,9999-01-01,Senior Engineer,Quality Management
266542,Shim,Bail,1992-05-29,9999-01-01,Senior Staff,Sales
266547,Kasturi,Stassinopoulos,1992-10-10,1998-10-10,Engineer,Development
266550,Yuriy,Rouquie,1994-06-29,9999-01-01,Staff,Sales
266562,Ebru,Peltason,1986-10-03,1992-10-02,Engineer,Production
266564,Nimmagadda,Swiler,1991-01-13,2000-01-13,Engineer,Production
266579,Rosella,Ranai,1997-05-23,9999-01-01,Senior Staff,Human Resources
266581,Gonzalo,Leppanen,1986-11-21,9999-01-01,Technique Leader,Quality Management
266599,Rosine,Barreiro,1985-07-06,1992-07-06,Engineer,Production
266607,Tran,Hopewell,1996-05-01,9999-01-01,Engineer,Development
266610,Giao,Gimarc,1988-01-14,1997-01-13,Engineer,Production
266615,Monique,Menhardt,1995-04-01,9999-01-01,Senior Staff,Sales
266632,Tayeb,Suermann,1995-01-24,9999-01-01,Senior Staff,Human Resources
266638,Maik,Schlumberger,1995-08-16,9999-01-01,Senior Staff,Finance
266643,Tonia,Basawa,1990-04-29,1996-04-28,Engineer,Development
266647,Domenick,Moffat,1997-01-25,9999-01-01,Senior Staff,Sales
266653,Khun,Cochrane,1998-01-14,9999-01-01,Engineer,Customer Service
266673,Stevo,Schade,1987-12-09,9999-01-01,Senior Engineer,Development
266708,Nahid,Ariola,1993-04-12,2002-04-12,Engineer,Development
